date_id,shop_id,item_id,item_price,date_block_num,item_cnt_day
698,12,2875,849,23,1
444,51,11489,214,14,1
233,25,3286,299,7,1
596,55,19382,208,20,1
326,41,13481,12490,11,1
755,41,3733,4499,26,1
25,31,6953,398.5,1,2
661,6,1855,799,21,1
662,29,19003,149,21,1
239,16,3076,799,7,1
969,3,10343,169,33,1
507,31,16876,399,16,1
564,15,2685,849,19,1
419,15,5380,2391,13,1
454,28,7055,1499,16,1
422,15,11491,149,15,1
147,54,18186,299,5,1
727,45,13709,899,23,1
729,27,5130,999,23,1
542,4,6008,299,18,1
909,42,21881,299,29,1
356,12,2461,399,11,1
941,3,14892,599,30,1
572,54,8027,199,18,1
87,53,19043,199,2,1
4,25,15644,149,0,1
179,5,16672,346,5,1
508,18,13616,299,16,1
602,16,4907,1499,20,1
938,4,11711,399,32,1
878,55,9247,900,28,1
939,25,16784,399,32,1
575,31,6204,249,18,1
967,26,12194,398,31,1
86,27,21729,149,4,1
878,58,4357,399,30,1
506,58,2799,499,16,1
719,25,10770,149,23,1
30,42,15118,170,1,1
658,28,969,439.2,21,1
297,57,2225,299,11,1
631,21,7770,1099,20,1
755,15,11243,99,25,1
242,28,3885,899,7,1
176,14,17181,399,7,1
939,26,11931,399,32,1
742,6,6266,399,25,1
726,25,7620,220,23,1
294,19,6471,699,9,1
211,27,12817,149,7,1
3,38,7894,1490,0,1
545,35,6928,2599,17,1
418,55,22166,150,13,1
388,25,14913,999,12,2
785,26,1569,2999,26,1
80,14,6004,299,3,1
149,16,11388,899,5,1
22,12,3021,299,1,1
176,43,2398,599,6,1
180,35,16464,149,5,1
5,4,5604,489.3,0,1
628,16,1857,2599,20,1
211,56,9505,1199,8,1
264,53,1744,299,9,1
385,17,6850,11999,13,-1
84,31,5793,299,2,1
880,27,16898,999,29,1
667,12,11373,184.2173913,22,23
30,1,14939,1565,1,1
146,19,3047,1299,5,1
880,48,2578,349,29,1
28,2,7912,299.5,1,1
664,14,9355,349,22,2
76,18,7070,599,2,1
753,56,8624,149,24,1
269,53,14842,199,8,13
170,6,11880,299,5,1
503,38,14486,149,17,1
299,37,3076,799,9,1
660,47,7226,629.3,22,1
507,16,1075,399,16,1
481,15,12551,199,15,1
544,19,9786,149,17,1
141,55,2008,15,4,1
394,24,8077,349,12,1
29,50,4790,299,1,1
50,57,19820,149,2,1
697,28,15545,699,23,1
817,29,3026,2599,26,1
269,54,1448,599,10,2
664,45,17210,999,22,1
994,37,6082,1199,33,1
364,41,14912,399,11,1
633,29,4181,1190,22,1
146,54,14551,349,5,2
380,58,14733,149,12,1
514,37,2808,999,16,1
145,50,11661,149,4,1
30,23,1187,1490,0,2
481,46,1855,1199,15,1
117,47,3702,419.3,5,1
205,42,10222,249,7,1
418,47,6488,349.5,13,1
357,35,19065,399,11,1
932,59,12677,99,30,1
28,25,1829,1499,2,1
634,59,5012,399,22,1
637,18,6710,599,21,1
416,10,5637,2036,14,1
482,31,1803,499,17,1
57,50,13572,372.3333333,2,3
234,58,6495,349.5,7,2
450,38,11609,199,16,1
938,19,12472,229,30,1
175,30,18744,149,6,1
810,34,2416,699,26,1
719,49,5820,2499,23,1
571,6,15105,1499,18,1
379,35,3878,1679,13,1
877,28,2860,1799,30,1
76,35,2195,399,3,1
146,10,2766,347,6,1
361,28,18548,149,11,1
390,21,3432,549,12,1
482,17,2523,949,16,1
112,57,14780,399,4,1
239,14,10999,149,7,1
939,7,13812,99,30,1
970,25,3599,1149,33,1
746,45,21930,199,24,1
692,52,5822,1049,22,1
141,12,7911,899,4,1
848,18,1557,1499.5,28,1
738,54,2458,299,24,1
235,24,2218,3990,8,1
388,46,4477,899,13,1
757,5,6710,599,25,1
844,26,5822,1149,28,1
390,15,5277,399.5,13,2
88,25,14039,149,4,1
1002,57,10202,1139,33,2
86,31,21821,299,2,1
1023,24,16167,799,33,1
421,38,3928,2799,15,1
477,28,3425,599,16,1
418,46,4372,1699,13,2
24,31,14215,299,1,1
118,47,15843,199,4,1
781,27,2416,699,25,1
818,49,2285,3499,28,1
508,42,7790,799,17,1
233,31,4779,299,8,1
233,42,4736,349,8,1
868,15,12028,99,29,1
840,42,8008,349,28,1
378,46,6490,349.5,13,1
51,6,22021,999,2,2
75,50,4475,419,2,1
748,51,5272,235,25,1
689,41,21914,149,23,1
77,54,5626,2490,3,1
537,25,19050,549,18,1
17,38,3328,1999,0,1
819,31,10947,299,27,1
758,58,6396,399,24,1
56,25,11711,299,2,1
81,53,6457,1199,2,2
143,26,17203,149,4,1
372,25,9046,169,12,1
445,6,21842,199,14,1
480,58,2800,499,16,1
391,29,20284,58,12,1
818,31,3537,999,26,1
508,26,5055,299,16,1
143,58,16593,199,5,1
419,42,8829,69,13,2
756,2,8658,149,26,1
746,29,9396,299,24,1
697,56,10455,99,23,1
204,56,18444,199,7,1
633,53,6332,149,20,1
760,47,15106,1199,24,1
662,42,15504,449,22,1
753,42,5673,899,24,1
746,6,21355,515.13,24,1
269,44,11966,399,8,3
50,2,10641,699,1,1
543,38,8449,2689.7,17,1
878,21,4385,599,30,1
600,25,12360,298.5,19,1
600,17,7791,1799,20,1
572,27,10265,299,18,1
114,42,14220,299,3,1
138,25,14841,199,4,2
271,44,22072,349,8,3
83,5,21541,399,3,1
330,17,13140,199,10,1
601,25,20949,5,20,17
418,44,7530,399,13,1
241,25,16787,2599,7,1
541,7,16459,299,19,1
781,53,7172,1392.35,26,1
571,27,16542,249,19,1
389,44,19753,1259,14,1
109,44,22147,149,4,1
265,28,3328,1199,8,1
731,21,3675,499.5,24,1
384,54,18005,499,13,1
27,28,15298,1259,1,1
360,58,3930,398.4,11,1
119,47,6501,349.5,4,1
972,21,3552,1407.84,32,1
452,55,1938,599,14,1
603,47,6472,349.5,19,1
751,57,11031,1499,25,1
631,19,5444,299,21,1
566,31,20390,1229,18,1
203,29,16100,249,7,1
86,29,15552,1999,4,1
812,54,2424,2499,26,1
721,30,8280,199.34,23,1
366,19,6474,399,12,1
902,6,19665,229,29,1
656,18,6113,698,22,1
28,25,14037,149,1,1
329,28,4303,299,11,2
210,38,6498,349.5,8,1
965,53,3866,1199,32,1
360,31,1309,299,11,2
199,52,6499,699,6,1
234,38,19643,399,7,1
877,28,17869,299,28,1
478,53,21426,949,15,1
385,41,11966,399,12,1
329,47,6909,899,11,1
23,38,2709,199,0,1
903,7,8218,249,30,1
117,31,16162,629,4,1
598,31,4391,599,19,1
112,42,18721,149,4,1
79,50,5209,2399,2,1
416,46,6156,99.5,14,1
272,7,6017,199,8,1
755,54,20405,2399,25,1
263,29,18442,199,9,1
138,54,1270,299,5,1
264,56,15031,390,8,1
117,47,12979,199,3,1
421,6,2972,299,14,1
2,2,3467,149,0,1
7,0,1905,154,0,1
239,57,15537,199,9,1
118,46,7367,299,5,1
452,4,7207,199,14,1
53,4,1871,299,1,1
816,25,59,249,27,1
58,31,16359,249,1,1
760,21,18101,3600,26,1
119,45,3938,1999,4,1
760,57,10892,199,25,1
176,28,10578,299,6,1
30,44,1007,449,2,2
745,16,18617,199,24,1
740,14,3462,2999,24,1
742,2,7072,999,24,1
447,54,3928,2799,14,1
906,38,7267,299,30,1
30,29,6500,699,2,8
442,37,20608,1299,14,1
79,45,1837,2599,2,1
272,57,19928,299,10,1
569,43,4679,349,18,1
809,48,19003,169,26,1
352,6,6275,1499,11,1
392,25,10914,199,13,1
806,35,20644,2499,26,1
265,31,8740,149,8,1
662,44,17362,98,23,1
753,25,12693,1480.83,25,1
421,29,12327,249,13,1
139,57,14607,149,5,1
179,57,6289,299,5,1
52,45,1204,299,2,1
82,32,9445,299,3,1
739,30,16040,599,24,1
303,31,4583,299,10,3
2,7,14450,98,0,1
479,6,2814,899,16,1
207,27,6433,449,8,1
1025,31,17468,299,33,1
139,6,10559,149,4,1
267,59,2931,99,8,1
144,31,17782,399,4,1
814,24,12021,749,27,1
297,35,3676,629,9,1
506,56,9033,149,17,1
352,28,10755,149,11,1
664,21,16009,999,21,1
606,38,17717,559,21,5
760,42,8879,299,26,1
57,23,4164,999,2,1
739,2,13741,499,24,1
361,41,16136,1119,11,1
206,7,20949,5,8,14
22,25,14937,299,1,1
370,58,6497,999,12,2
7,54,2110,299,0,1
447,41,5235,1199,14,1
604,28,8084,499,21,2
145,31,15836,149,6,1
303,54,5872,799,11,1
605,9,6504,1999,21,41
79,42,7073,4499,2,1
294,31,7507,199,9,1
264,15,3734,2599,9,3
363,21,5325,399,11,3
633,48,6502,1499,20,1
53,30,4791,399,1,1
480,25,13516,3190,17,1
508,54,6270,299,17,1
637,40,14932,699,21,1
391,27,14472,499,13,1
780,58,6710,599,25,1
269,24,1916,249,8,1
540,39,7807,2999,17,1
602,58,3734,2599,20,1
236,26,16454,399,7,2
484,10,21384,268,16,1
482,31,17816,549,17,2
379,5,6347,399,12,1
79,22,6953,449,3,1
1,46,7169,849.5,0,1
447,44,10998,149,15,1
116,6,18460,299,5,1
21,45,6233,299,0,1
114,51,19785,190,3,1
732,37,1905,249,24,1
265,25,18254,199,9,1
632,22,16249,899,22,1
448,42,9033,149,15,1
303,31,4904,399,10,1
728,41,7018,1199,23,1
240,57,17439,149,7,1
738,54,16287,199,24,1
787,27,482,3000,26,1
24,1,2956,452,0,1
5,14,10193,299.5,0,1
210,51,17181,270,6,1
688,46,2915,2099,23,1
1033,25,13696,499,33,1
114,24,21427,99,5,1
176,24,1462,1999,6,1
880,58,19440,1799,28,1
900,47,21361,1999,29,1
237,25,30,399,7,1
139,54,14445,149,4,1
453,15,3943,1299,14,1
293,53,7000,299,10,1
786,26,12090,399,25,1
760,44,13880,199,24,1
269,25,7213,899,10,1
369,19,7070,299,12,1
25,6,15314,399,1,1
780,31,19602,149,25,1
511,37,1319,299,17,1
940,35,5671,3590,30,1
809,59,14228,99,26,1
929,27,16067,299,30,1
6,6,11039,349,0,1
84,16,1419,349,4,1
13,43,16987,299,1,1
0,2,15456,549,0,1
785,22,4181,1190,25,1
30,25,1409,1399,0,1
691,51,6675,19942,23,1
635,55,4139,900,21,1
637,25,228,249,20,1
117,43,14842,199,4,1
871,6,19037,349,29,1
329,35,10097,664.05,11,1
83,24,6738,699,3,2
267,37,13417,1199,10,1
333,31,16203,599,11,1
390,15,1104,199,13,1
604,52,13889,199,19,1
727,12,11373,312.6923077,23,13
540,58,9589,149,17,1
758,25,10518,399,25,1
207,24,16454,399,8,1
421,28,9146,399,13,1
734,31,2443,999,24,1
81,35,8324,199,2,1
634,4,3007,1990,20,1
901,58,21676,149,30,1
938,26,2445,299,32,1
788,54,15302,889,27,1
297,19,17254,799,9,1
359,31,16873,149,11,1
291,26,7096,799,9,2
759,33,20949,5,26,5
575,27,17717,1035.333333,20,6
83,21,21370,949,3,2
635,45,15229,1249,21,1
389,50,10452,149,12,1
268,47,3705,1499,10,1
146,25,9577,149,6,1
449,59,17811,149,15,1
418,57,6491,209.42,13,1
327,54,9983,199,10,2
573,21,19993,174.5,19,1
574,37,13790,149,19,1
598,58,3183,599,19,1
210,5,7071,1249.5,7,1
272,58,20090,711.5,10,2
143,35,17068,649,5,1
209,46,10288,399,8,1
870,50,10216,149,28,1
25,46,6953,399,1,1
480,25,15303,959,15,1
787,29,17717,2065.666667,27,3
177,31,7490,299,5,1
13,0,3619,272,0,1
147,45,20957,1699,5,1
423,57,18833,199,15,4
454,50,9862,399,16,1
327,5,2703,599,10,1
176,19,4790,299,5,1
1027,58,12020,299,33,1
443,38,7856,799,14,1
812,15,20614,1099,27,1
300,6,2625,299,11,1
116,32,7737,199,5,1
598,29,2817,2949,19,3
147,5,11656,699,5,1
6,27,3402,549,0,1
629,21,15236,849,21,1
112,46,7070,599,4,1
370,56,13890,399,12,1
27,41,19602,149,1,1
482,18,7806,2599,17,1
1032,59,1391,698,33,1
146,16,8778,99,4,1
264,7,15341,249,9,1
787,38,22104,249,27,1
145,56,16787,2599,6,1
692,42,17108,499,22,1
910,31,20271,169,29,1
722,35,971,299,23,1
505,46,2770,999,17,1
324,27,21533,299,10,1
450,22,3158,1290,14,1
50,7,6482,473.68,1,1
508,28,16890,149,17,1
387,54,12632,149,12,1
718,27,13105,419,23,1
731,30,21976,1349,24,1
299,50,1495,599,11,1
511,31,4610,299,17,1
241,5,11828,674,7,1
506,54,7794,3999,17,1
726,21,12610,349,23,1
741,31,7458,299,24,1
696,55,4905,209,22,1
88,42,498,249,3,1
173,54,13837,149,5,1
754,57,16450,104.3,24,1
81,26,11196,749,2,1
605,58,2818,1999,19,1
636,25,9548,199,21,1
117,54,956,149,3,1
209,35,20390,1199,7,1
759,15,9985,299,24,1
418,21,19246,599,14,1
696,50,18148,399,23,1
24,21,3138,1790,2,1
601,25,2442,528.91,19,1
721,15,6503,1799,23,1
566,54,11010,199,18,1
805,31,16361,999,26,1
138,38,1310,249,5,1
760,37,3393,849.5,25,1
26,35,5359,299,2,1
483,48,9881,199,15,1
262,21,9853,199,8,1
146,42,14810,99,5,1
607,25,1858,1249.5,19,2
636,31,16117,599,22,1
573,56,16030,229,19,1
354,53,13988,98,11,1
839,5,12134,399,28,1
58,27,1830,599,3,1
264,54,5508,299,8,1
961,57,15344,0.99,31,1
817,31,6847,299,27,1
211,22,7815,5190,6,1
446,28,7096,799,15,2
742,58,4904,399,24,1
28,25,18450,199,2,1
78,54,791,600,3,1
50,5,1418,349,2,1
746,31,18101,3419,24,1
728,17,21356,199.33,23,1
328,17,16541,399,10,1
994,52,3341,1499,33,1
265,47,7738,199,9,1
383,29,4769,314,12,1
231,31,19548,149,8,1
202,25,2308,649,6,1
20,24,325,249,1,1
356,59,8831,69,11,4
871,58,10726,399,29,1
997,4,10298,169,32,1
1001,25,10472,299,32,1
386,31,1406,999,12,1
292,59,7215,899,10,1
394,28,7007,2599,14,1
961,22,464,299,31,1
816,28,2919,1199,27,1
265,21,3834,2199,8,1
180,57,19120,149,6,1
745,31,6926,299,24,1
387,14,6471,349.5,13,2
780,28,9408,349,25,1
203,52,972,299,6,1
323,28,13119,299,10,1
788,50,2734,699,27,1
115,57,1832,599.5,5,2
174,12,17695,249,5,2
209,29,15063,449,8,1
393,51,8077,214,14,1
325,42,7940,9990,11,1
149,18,15757,199,4,1
750,26,16117,659,25,1
814,58,6847,299,26,1
7,25,11119,149,0,1
445,39,20949,5,14,4
391,31,12521,199,12,1
817,42,3077,1199,28,2
634,6,4051,1999,22,1
21,27,3622,299,1,1
441,59,6185,499,15,1
1002,19,2614,299,33,1
387,57,4178,1390.333333,12,3
178,52,18750,349,6,1
25,27,11305,499,1,1
209,46,1122,299,7,1
847,53,6092,1199,28,1
174,5,1000,99,6,1
720,38,5669,3590,23,1
536,31,968,399,17,2
545,35,16459,299,19,1
395,51,10376,268,12,1
179,57,17825,148,5,1
663,24,17717,899.25,21,4
362,17,3620,299,11,1
354,21,14862,69,11,1
51,38,4331,1259,2,1
845,28,15275,1899,27,1
20,50,9558,21.6,0,1
27,25,7082,249,1,1
511,57,7872,278,16,1
880,42,15552,666,29,1
879,2,1814,3599,30,1
117,54,4267,399,3,1
817,27,1881,3999,27,1
237,31,7137,599,8,1
665,30,3543,299.5,22,1
717,40,1565,2599,23,1
510,54,20017,599,16,2
718,4,3107,299,23,1
237,28,6498,368.598,8,5
27,31,19638,999,2,1
27,8,4282,274.5,1,1
726,58,12107,198,23,1
788,22,970,279.2,26,1
80,32,20311,399,2,1
569,10,3734,2154,18,1
539,51,2969,141,17,1
209,30,11391,899,7,1
756,28,6008,299,25,1
871,19,19001,249,28,1
940,42,16142,799,30,1
4,0,2929,137,0,1
83,38,1937,599,4,1
418,50,5224,299,13,2
115,54,16540,299,5,2
569,57,10148,199,18,1
632,14,5655,1090,20,1
964,47,5915,1508.78,32,1
88,27,11425,299,3,1
664,56,4481,899,23,1
109,50,5811,199,3,1
848,4,20949,5,28,2
968,31,15255,399,33,1
53,7,6724,419,1,1
575,4,21809,398,20,1
540,4,4964,2999,17,1
633,54,17142,399,22,2
760,46,17046,359,26,1
726,30,16014,399,23,1
303,31,2564,349,11,1
209,16,6704,599,6,1
144,50,4779,299,6,2
628,53,6504,2499,21,1
688,48,2703,299,22,1
359,21,7420,2349,11,1
659,16,15070,198,22,1
453,27,1809,599,15,1
806,42,4354,1798,26,1
53,54,15729,399,1,1
938,35,1564,849.5,32,1
323,13,13004,270,10,1
384,51,11657,457,13,1
268,42,12793,149,10,1
998,15,15045,699,32,1
264,30,6738,499,8,1
25,18,7709,149,1,1
544,57,16822,299,17,1
5,37,22151,399,0,1
76,25,19864,399,3,1
509,54,4635,799,17,1
929,57,20286,799,30,1
147,24,4906,1499,6,1
147,35,19516,899,5,1
760,58,19806,399,26,1
356,21,17947,349,11,1
755,54,16790,2899,25,1
931,55,3403,429,31,1
748,57,6457,699,25,1
142,28,15271,719,4,1
118,31,3622,299,4,1
299,13,17958,434,11,1
535,42,3877,1199,18,1
726,27,12118,14900.5,23,2
299,28,8447,249,10,1
839,42,16954,299,28,1
780,5,6495,249.5,25,1
142,53,17317,199,5,1
668,45,4181,1190,21,2
872,27,10420,449,28,1
780,27,9548,199,26,1
664,58,11178,399,23,1
272,31,2163,299,8,1
57,51,11196,473,2,2
149,54,13351,70,4,2
600,2,20949,5,19,3
87,12,14157,1899,2,1
755,53,16175,699,24,1
395,58,3076,605.43,12,1
450,27,17717,1050,16,1
507,14,11607,199,17,1
113,5,15710,349,4,1
29,1,1894,483,0,2
537,59,6497,0.5,18,1
88,30,15090,559,2,1
719,31,13914,149,23,1
13,25,6467,399,1,3
29,7,16581,399,2,2
972,25,9497,149,33,1
745,25,13679,599,25,1
58,57,14859,399,2,1
268,5,5811,199,10,1
264,19,14888,549,8,1
664,49,16227,419,23,1
567,53,1364,649,19,1
446,52,20733,299,15,1
116,46,18604,199,4,1
29,31,12015,149,1,1
118,30,20256,148.9,5,1
663,17,19576,299,23,1
389,25,18071,1699,12,1
1030,42,8454,4990,33,1
264,53,7653,399,8,1
89,31,11382,199,4,1
508,27,3224,598.7,16,1
726,57,18466,199,23,1
745,3,18384,199,24,1
241,30,19531,149,7,1
270,59,3732,2599,8,7
537,28,6247,399,17,1
175,12,12858,399,5,1
564,47,15302,889,18,1
208,25,17846,149,7,1
203,50,10008,149,6,1
748,28,8653,299,25,2
27,42,7894,1490,1,1
13,12,21771,899,0,2
1029,53,13505,1099,33,1
760,18,17279,224.38,26,1
630,48,6504,2499,21,1
968,48,5823,2799,32,1
999,42,14808,549,32,1
6,28,13842,199,0,1
627,18,7172,2799,20,1
878,25,3580,449,29,1
57,0,11240,235,1,1
149,57,2527,299,4,1
599,25,10446,749,19,1
569,51,5271,636,19,1
262,4,20301,399,8,1
206,52,14261,99,8,1
175,14,6622,349,7,1
510,28,13828,399,18,1
302,28,3932,1599,11,1
636,42,17717,2000,22,1
1001,42,8736,999,33,1
16,32,12661,399,1,1
238,54,17885,349,8,1
788,5,16923,599,25,1
909,34,15856,899,30,1
662,27,5241,1499,22,1
504,25,20902,999,16,1
566,6,2316,74,19,1
736,35,4240,599.48,24,1
453,31,8415,349,15,1
420,50,5605,699,13,1
81,16,11608,399,2,1
781,38,4728,249,26,1
634,17,9355,349,22,1
148,37,17810,199.5,4,1
689,31,2860,1799,23,1
668,38,6308,299,23,1
417,56,19167,149,13,1
453,57,3108,299,16,1
19,12,2303,1399,1,1
760,21,5834,999,24,1
83,31,14303,399,2,1
7,29,3961,399,0,1
605,25,2578,299,20,1
85,42,2704,899,3,1
810,54,10477,1599,26,1
333,21,13187,399,11,1
788,27,77,149,27,1
149,29,18364,199,6,1
442,31,2308,299,14,1
718,26,13951,374.36,23,1
542,50,16153,569,19,1
27,41,15622,149,0,1
630,42,18187,299,20,1
118,54,19811,349,5,1
697,54,5516,299,22,2
391,51,3935,1554,13,1
363,15,21371,1199,11,1
271,27,1503,3699,10,1
542,25,10075,398.5,18,1
85,57,20105,199,4,1
299,28,17317,149,10,1
272,51,11324,167,8,1
565,42,15052,3149,19,1
418,25,1911,249,14,1
330,57,11592,399,11,2
935,50,1673,449,31,1
760,27,16156,1299,25,1
972,37,2047,28,33,1
724,12,6503,1799,23,1
115,28,4906,1499,3,1
147,37,22092,109,4,1
265,29,16100,249,9,1
965,38,2252,399,31,2
869,59,3735,4499,29,1
508,26,8859,199,16,1
176,41,17551,149,7,1
378,51,3697,1356,13,1
632,44,5331,299,22,1
507,21,969,549,17,1
81,8,1420,349,2,1
235,31,21857,149,7,1
819,50,17065,169,28,1
508,4,5613,6090,17,1
58,58,10404,399,2,1
241,57,17200,599,8,1
760,25,15335,155.64,26,1
175,31,1123,349,5,1
604,18,10514,749,21,1
390,46,4360,2199,14,1
484,27,4870,799,16,4
323,54,3934,2599,11,1
148,52,6007,299,4,1
440,53,7213,899,15,1
8,29,7849,359,0,1
238,18,1460,999.5,7,1
301,25,12765,699,11,1
758,28,8391,449,26,1
56,1,6904,79,1,1
748,52,5672,3390,25,1
537,25,15602,399,18,1
448,3,6474,399,14,1
480,58,13625,199,16,1
301,28,12273,549,10,1
207,19,14410,199,7,1
4,4,18761,149,0,1
999,25,13697,699,32,2
57,31,21818,28,2,1
240,31,20302,699,9,1
631,17,13851,169,21,1
656,55,6166,699,22,1
787,16,10518,399,27,1
846,10,10439,90,28,1
356,15,1511,799,11,5
149,25,16971,499,5,1
233,3,5033,749.47,7,1
234,31,12584,98,8,1
938,15,2808,1499,30,1
387,22,3007,1990,12,1
574,50,20338,1449,19,1
969,28,6476,249,31,1
875,4,15289,1499,29,1
902,53,18342,199,29,1
53,29,4421,299,1,1
22,6,8325,199,1,1
736,54,3537,999,24,1
941,28,3731,2199,31,2
637,54,5270,799,22,1
782,58,21874,149,26,1
303,42,18295,299,11,1
21,54,16167,659,1,1
116,26,16507,149,3,1
602,3,10710,99,20,1
480,35,7018,1199,17,1
876,19,4385,599,29,1
